"year","naps_id","best_lag_a","best_lag_b","best_cor","nonlagged_cor","mean_count"
2009,"080211","no2_praries","no2_naps",0.998375223065452,0.998375223065452,8591.4
2009,"080402","no2_praries","no2_naps",0.994742371590912,0.994742371590912,5082.4
2009,"081001","no2_praries","no2_naps",0.998442911244265,0.998442911244265,7960.4
2010,"070118","no2_praries_lag_1","no2_naps",1,0.931925527463729,7708.8
2010,"070119","no2_praries_lag_1","no2_naps",1,0.89752223431482,7695.6
2010,"070203","no2_praries_lag_1","no2_naps",0.904379502246014,0.780230488091544,6398.6
2010,"080110","no2_praries","no2_naps",0.998309963869299,0.998309963869299,8387.2
2010,"080211","no2_praries","no2_naps",0.998480875546523,0.998480875546523,7974.6
2010,"080402","no2_praries","no2_naps",0.997878512917799,0.997878512917799,8320.2
2010,"081001","no2_praries","no2_naps",0.952702615143885,0.952702615143885,8148.2
2011,"070118","no2_praries_lag_1","no2_naps",0.999654585209185,0.914040280336734,8555
2011,"070119","no2_praries_lag_1","no2_naps",0.999698796481286,0.904058163201671,8499
2011,"070203","no2_praries_lag_1","no2_naps",0.91309741991916,0.575467576459901,7.6
2011,"080110","no2_praries","no2_naps",0.999422767439628,0.999422767439628,7639.4
2011,"080211","no2_praries","no2_naps",0.999660135027383,0.999660135027383,8411.8
2011,"080402","no2_praries","no2_naps",0.999439720618727,0.999439720618727,7902.4
2011,"081001","no2_praries","no2_naps",0.997807188733105,0.997807188733105,8290.4
2012,"070118","no2_praries_lag_1","no2_naps",0.999997620360943,0.903953260729682,8035
2012,"070119","no2_praries_lag_1","no2_naps",1,0.896047104471074,8017.6
2012,"070203","no2_praries_lag_1","no2_naps",1,0.850778875099032,8550
2012,"080110","no2_praries","no2_naps",0.999524415743038,0.999524415743038,8385.4
2012,"080211","no2_praries","no2_naps",0.999632166784008,0.999632166784008,8345.4
2012,"080402","no2_praries","no2_naps",0.999441824285518,0.999441824285518,7000.4
2012,"081001","no2_praries","no2_naps",0.999333666887041,0.999333666887041,5932.2
2013,"070118","no2_praries_lag_1","no2_naps",1,0.921800748767958,8461
2013,"070119","no2_praries_lag_1","no2_naps",1,0.911059763889068,8677.4
2013,"070203","no2_praries_lag_1","no2_naps",1,0.885786202905504,8623.6
2013,"080110","no2_praries","no2_naps",0.999503507525305,0.999503507525305,8357.6
2013,"080211","no2_praries","no2_naps",0.99963016524306,0.99963016524306,8247.8
2013,"080402","no2_praries","no2_naps",0.99947116312201,0.99947116312201,7524.8
2013,"081001","no2_praries","no2_naps",0.999623837397662,0.999623837397662,8201
2014,"070118","no2_praries_lag_1","no2_naps",0.999998467070276,0.925971523745126,8473
2014,"070119","no2_praries_lag_1","no2_naps",1,0.898620585003167,8609.4
2014,"070203","no2_praries_lag_1","no2_naps",1,0.878110444508521,8274.8
2014,"080110","no2_praries","no2_naps",0.928476690885259,0.928476690885259,6.6
2014,"080211","no2_praries","no2_naps",0.999535137399146,0.999535137399146,7663
2014,"080402","no2_praries","no2_naps",0.999428438660209,0.999428438660209,8369.4
2014,"081001","no2_praries","no2_naps",0.99952754499177,0.99952754499177,8456.6
2015,"070118","no2_praries_lag_1","no2_naps",0.999997528464124,0.895002650876207,8674
2015,"070119","no2_praries_lag_1","no2_naps",1,0.867331803744186,8664.6
2015,"070203","no2_praries_lag_1","no2_naps",1,0.822160385205052,8429.8
2015,"080211","no2_praries","no2_naps",0.999386439957966,0.999386439957966,8378.4
2015,"080402","no2_praries","no2_naps",0.999316148093571,0.999316148093571,8167.2
2015,"081001","no2_praries","no2_naps",0.998474006688662,0.998474006688662,8537.2
2016,"070118","no2_praries_lag_1","no2_naps",1,0.181369062527503,7.6
2016,"070119","no2_praries_lag_1","no2_naps",0.999998987564542,0.902254388054109,8765.8
2016,"070203","no2_praries_lag_1","no2_naps",1,0.833149656188198,8245.2
2016,"080211","no2_praries","no2_naps",0.999998780459425,0.999998780459425,7682
2016,"080402","no2_praries","no2_naps",1,1,7848.8
2016,"081001","no2_praries","no2_naps",0.999993786590688,0.999993786590688,8391.8
2017,"070119","no2_praries_lag_1","no2_naps",1,0.881830120161924,8760
2017,"070203","no2_praries_lag_1","no2_naps",1,0.214043172369522,7.6
2017,"080211","no2_praries","no2_naps",1,1,8017.8
2017,"080402","no2_praries","no2_naps",1,1,7953.4
2017,"080502","no2_praries","no2_naps",1,1,926.6
2017,"081001","no2_praries","no2_naps",1,1,7953.6
2017,"082002","no2_praries","no2_naps",1,1,7396.8
2018,"070119","no2_praries_lag_1","no2_naps",0.990223286537236,0.87771802774782,8743.2
2018,"080211","no2_praries","no2_naps",0.999583665847195,0.999583665847195,8547.8
2018,"080402","no2_praries","no2_naps",0.999231383800813,0.999231383800813,8517.8
2018,"080502","no2_praries","no2_naps",1,1,8329.6
2018,"081001","no2_praries","no2_naps",0.999288221117888,0.999288221117888,8483.4
2018,"082002","no2_praries","no2_naps",0.619962109136074,0.619962109136074,8474.2
2019,"070119","no2_praries_lag_1","no2_naps",0.995855079325016,0.852049428415294,8593
2019,"070301","no2_praries_lag_1","no2_naps",0.998033982842631,0.721242651047192,1861.6
2019,"080211","no2_praries","no2_naps",0.999532361636666,0.999532361636666,7817.6
2019,"080402","no2_praries","no2_naps",0.999341502057666,0.999341502057666,8705.2
2019,"080502","no2_praries","no2_naps",1,1,8681
2019,"081001","no2_praries","no2_naps",0.999425473424223,0.999425473424223,8627.4
2019,"082002","no2_praries","no2_naps",0.811369897511614,0.811369897511614,6497.8
2020,"070119","no2_praries_lag_1","no2_naps",0.993965504546605,0.899782840128763,8610.6
2020,"070301","no2_praries_lag_1","no2_naps",1,0.744787649203086,903.4
2020,"080211","no2_praries","no2_naps",0.99943399768549,0.99943399768549,8691.6
2020,"080402","no2_praries","no2_naps",0.99927137360496,0.99927137360496,8736.8
2020,"080502","no2_praries","no2_naps",0.998440094092372,0.998440094092372,8720.4
2020,"081001","no2_praries","no2_naps",0.999177580231658,0.999177580231658,8730.2
2020,"082002","no2_praries","no2_naps",0.984992745277585,0.984992745277585,8686
2021,"070119","no2_praries_lag_1","no2_naps",0.999946943785177,0.900073699191091,8367.2
2021,"070301","no2_praries_lag_1","no2_naps",1,0.852112751089404,8538.8
2021,"080211","no2_praries","no2_naps",0.999256728416119,0.999256728416119,8555.4
2021,"080402","no2_praries","no2_naps",0.999368970288316,0.999368970288316,8718.4
2021,"080502","no2_praries","no2_naps",0.998464363514746,0.998464363514746,8631
2021,"081001","no2_praries","no2_naps",0.999319915310976,0.999319915310976,8681.4
2021,"082002","no2_praries","no2_naps",0.974283340037551,0.974283340037551,8379.8
2022,"070119","no2_praries_lag_1","no2_naps",1,0.889410483222306,8392.6
2022,"070301","no2_praries_lag_1","no2_naps",1,0.81606093192103,8487.6
2022,"080211","no2_praries","no2_naps",0.999525794096995,0.999525794096995,8698.2
2022,"080402","no2_praries","no2_naps",0.999342095593476,0.999342095593476,8718.6
2022,"080502","no2_praries","no2_naps",0.998543615530575,0.998543615530575,8719
2022,"081001","no2_praries","no2_naps",0.99930689220075,0.99930689220075,8456.4
2022,"082002","no2_praries","no2_naps",0.975674259666025,0.975674259666025,8662
2023,"070119","no2_praries_lag_1","no2_naps",1,0.888137550411192,7554.8
2023,"070301","no2_praries_lag_1","no2_naps",1,0.740962903570456,8711.4
2023,"080211","no2_praries","no2_naps",0.999518695064634,0.999518695064634,8707.2
2023,"080402","no2_praries","no2_naps",0.999417549500891,0.999417549500891,8687.6
2023,"080502","no2_praries","no2_naps",0.998717050486089,0.998717050486089,8584.2
2023,"081001","no2_praries","no2_naps",0.99917838038918,0.99917838038918,8673.4
2023,"082002","no2_praries","no2_naps",0.989624107949119,0.989624107949119,8610
2024,"070119","no2_praries_lag_1","no2_naps",1,0.192307692307692,7.4
2024,"070301",NA,NA,NA,NA,7.6
2024,"080211","no2_praries","no2_naps",0.999134900228694,0.999134900228694,7.6
2024,"080402","no2_praries","no2_naps",1,1,7.6
2024,"080502","no2_praries","no2_naps",1,1,7.6
2024,"081001","no2_praries","no2_naps",1,1,7.6
2024,"082002",NA,NA,NA,NA,7.6
