"year_month","naps_id","best_lag_a","best_lag_b","best_cor","nonlagged_cor","mean_count"
2000-07-01,"070118","o3_praries_lag_1","o3_naps",1,0.921679177270698,657
2000-07-01,"070119","o3_praries_lag_1","o3_naps",1,0.884579663614838,655.2
2000-07-01,"070203","o3_praries_lag_1","o3_naps",1,0.913237187671925,659.2
2000-08-01,"070118","o3_praries_lag_1","o3_naps",1,0.912178247807075,663.4
2000-08-01,"070119","o3_praries_lag_1","o3_naps",1,0.907624960622184,636
2000-08-01,"070203","o3_praries_lag_1","o3_naps",1,0.905400059619353,662.2
2000-09-01,"070118","o3_praries_lag_1","o3_naps",1,0.904445298303345,632
2000-09-01,"070119","o3_praries_lag_1","o3_naps",1,0.904980171208092,630
2000-09-01,"070203","o3_praries_lag_1","o3_naps",1,0.912939925196538,642
2000-10-01,"070118","o3_praries_lag_1","o3_naps",1,0.895951163948802,663.4
2000-10-01,"070119","o3_praries_lag_1","o3_naps",1,0.893065919444175,654
2000-10-01,"070203","o3_praries_lag_1","o3_naps",1,0.913171171668702,654.8
2000-11-01,"070118","o3_praries_lag_1","o3_naps",1,0.950170721251761,634.2
2000-11-01,"070119","o3_praries_lag_1","o3_naps",1,0.935454283345328,631
2000-11-01,"070203","o3_praries_lag_1","o3_naps",1,0.920723927599975,607
2000-12-01,"070118","o3_praries_lag_1","o3_naps",1,0.924739197930709,654.4
2000-12-01,"070119","o3_praries_lag_1","o3_naps",1,0.910837702507766,652.2
2000-12-01,"070203","o3_praries_lag_1","o3_naps",1,0.922494417340667,657.8
2001-01-01,"070118","o3_praries_lag_1","o3_naps",1,0.906252731843931,656.6
2001-01-01,"070119","o3_praries_lag_1","o3_naps",1,0.90640772078304,257.4
2001-01-01,"070203","o3_praries_lag_1","o3_naps",1,0.918907638725313,660.4
2001-01-01,"080110","o3_praries","o3_naps",1,1,718
2001-01-01,"080211","o3_praries","o3_naps",1,1,699.2
2001-02-01,"070118","o3_praries_lag_1","o3_naps",1,0.903872078211634,597.4
2001-02-01,"070119","o3_praries_lag_1","o3_naps",1,0.889512588863045,555.2
2001-02-01,"070203","o3_praries_lag_1","o3_naps",1,0.914742529821766,599.2
2001-02-01,"080110","o3_praries","o3_naps",1,1,666.6
2001-02-01,"080211","o3_praries","o3_naps",1,1,626
2001-03-01,"070118","o3_praries_lag_1","o3_naps",1,0.926071769321906,648.8
2001-03-01,"070119","o3_praries_lag_1","o3_naps",1,0.897808158450608,663.4
2001-03-01,"070203","o3_praries_lag_1","o3_naps",1,0.897858261466752,658.2
2001-03-01,"080110","o3_praries","o3_naps",1,1,726
2001-03-01,"080211","o3_praries","o3_naps",1,1,719.8
2001-04-01,"070118","o3_praries_lag_1","o3_naps",1,0.932433585892478,634.4
2001-04-01,"070119","o3_praries_lag_1","o3_naps",1,0.911129498351038,597.4
2001-04-01,"070203","o3_praries_lag_1","o3_naps",1,0.905598680630592,640.8
2001-04-01,"080110","o3_praries","o3_naps",1,1,703
2001-04-01,"080211","o3_praries","o3_naps",1,1,693.4
2001-05-01,"070118","o3_praries_lag_1","o3_naps",1,0.914407418427393,653.6
2001-05-01,"070119","o3_praries_lag_1","o3_naps",1,0.89892556634768,657
2001-05-01,"070203","o3_praries_lag_1","o3_naps",1,0.912795680333316,658.6
2001-05-01,"080110","o3_praries","o3_naps",1,1,738.6
2001-05-01,"080211","o3_praries","o3_naps",1,1,718.8
2001-06-01,"070118","o3_praries_lag_1","o3_naps",1,0.92946088163885,638.2
2001-06-01,"070119","o3_praries_lag_1","o3_naps",1,0.924957880036619,630
2001-06-01,"070203","o3_praries_lag_1","o3_naps",1,0.933441038971227,610.2
2001-06-01,"080110","o3_praries","o3_naps",1,1,718.2
2001-06-01,"080211","o3_praries","o3_naps",1,1,693.4
2001-07-01,"070118","o3_praries_lag_1","o3_naps",1,0.917672395107035,647.6
2001-07-01,"070119","o3_praries_lag_1","o3_naps",1,0.916029738039727,663.4
2001-07-01,"070203","o3_praries_lag_1","o3_naps",1,0.898471371828256,663.4
2001-07-01,"080110","o3_praries","o3_naps",1,1,742.2
2001-07-01,"080211","o3_praries","o3_naps",1,1,724
2001-08-01,"070118","o3_praries_lag_1","o3_naps",1,0.925893388766059,660.8
2001-08-01,"070119","o3_praries_lag_1","o3_naps",1,0.935449243604738,661.2
2001-08-01,"070203","o3_praries_lag_1","o3_naps",1,0.922721842674818,656.2
2001-08-01,"080110","o3_praries","o3_naps",1,1,696.2
2001-08-01,"080211","o3_praries","o3_naps",1,1,716.4
2001-09-01,"070118","o3_praries_lag_1","o3_naps",1,0.932247266343063,632.8
2001-09-01,"070119","o3_praries_lag_1","o3_naps",1,0.932824845877881,614
2001-09-01,"070203","o3_praries_lag_1","o3_naps",1,0.892343932891693,598.4
2001-09-01,"080110","o3_praries","o3_naps",1,1,499.8
2001-09-01,"080211","o3_praries","o3_naps",1,1,701
2001-10-01,"070118","o3_praries_lag_1","o3_naps",1,0.908514530424312,650
2001-10-01,"070119","o3_praries_lag_1","o3_naps",1,0.896766412364017,642.4
2001-10-01,"070203","o3_praries_lag_1","o3_naps",1,0.894173379403683,659.6
2001-10-01,"080110","o3_praries","o3_naps",1,1,652
2001-10-01,"080211","o3_praries","o3_naps",1,1,31
2001-11-01,"070118","o3_praries_lag_1","o3_naps",1,0.951303884637205,635.6
2001-11-01,"070119","o3_praries_lag_1","o3_naps",1,0.953902845484203,624
2001-11-01,"070203","o3_praries_lag_1","o3_naps",1,0.936145017046366,624.8
2001-11-01,"080110","o3_praries","o3_naps",1,1,714.6
2001-11-01,"080211","o3_praries","o3_naps",1,1,86.6
2001-12-01,"070118","o3_praries_lag_1","o3_naps",1,0.937377568941189,600.2
2001-12-01,"070119","o3_praries_lag_1","o3_naps",1,0.920178666013394,654.8
2001-12-01,"070203","o3_praries_lag_1","o3_naps",1,0.925708874398205,660.2
2001-12-01,"080110","o3_praries","o3_naps",1,1,734.4
2001-12-01,"080211","o3_praries","o3_naps",1,1,729
2002-01-01,"070118","o3_praries_lag_1","o3_naps",1,0.916260925077508,604.2
2002-01-01,"070119","o3_praries_lag_1","o3_naps",0.996215635262557,0.915513301129034,654.4
2002-01-01,"070203","o3_praries_lag_1","o3_naps",1,0.924801173695567,654.4
2002-01-01,"080110","o3_praries","o3_naps",1,1,730.8
2002-01-01,"080211","o3_praries","o3_naps",1,1,727.2
2002-02-01,"070118","o3_praries_lag_1","o3_naps",1,0.89542528977516,533
2002-02-01,"070119","o3_praries_lag_1","o3_naps",1,0.908795592538711,589.6
2002-02-01,"070203","o3_praries_lag_1","o3_naps",1,0.890921741320182,599.2
2002-02-01,"080110","o3_praries","o3_naps",1,1,572.4
2002-02-01,"080211","o3_praries","o3_naps",1,1,659.4
2002-03-01,"070118","o3_praries_lag_1","o3_naps",1,0.9043275968083,648.4
2002-03-01,"070119","o3_praries_lag_1","o3_naps",1,0.921944985928276,655.6
2002-03-01,"070203","o3_praries_lag_1","o3_naps",1,0.885332177419688,663.4
2002-03-01,"080110","o3_praries","o3_naps",1,1,736.8
2002-03-01,"080211","o3_praries","o3_naps",1,1,728.2
2002-04-01,"070118","o3_praries_lag_1","o3_naps",1,0.926514868843953,585
2002-04-01,"070119","o3_praries_lag_1","o3_naps",1,0.904278007213974,636.8
2002-04-01,"070203","o3_praries_lag_1","o3_naps",1,0.902642043496698,644.6
2002-04-01,"080110","o3_praries","o3_naps",1,1,714.6
2002-04-01,"080211","o3_praries","o3_naps",1,1,687.2
2002-05-01,"070118","o3_praries_lag_1","o3_naps",1,0.911318179846627,645.6
2002-05-01,"070119","o3_praries_lag_1","o3_naps",1,0.906669946739814,642.2
2002-05-01,"070203","o3_praries_lag_1","o3_naps",1,0.920795573754956,648
2002-05-01,"080110","o3_praries","o3_naps",1,1,735
2002-05-01,"080211","o3_praries","o3_naps",1,1,726.4
2002-06-01,"070118","o3_praries_lag_1","o3_naps",1,0.903442490631599,624.4
2002-06-01,"070119","o3_praries_lag_1","o3_naps",1,0.913361392180775,631.8
2002-06-01,"070203","o3_praries_lag_1","o3_naps",1,0.926455209727902,596
2002-06-01,"080110","o3_praries","o3_naps",1,1,711
2002-06-01,"080211","o3_praries","o3_naps",1,1,704.2
2002-07-01,"070118","o3_praries_lag_1","o3_naps",1,0.920155747578866,628.8
2002-07-01,"070119","o3_praries_lag_1","o3_naps",1,0.919409706155015,660.8
2002-07-01,"070203","o3_praries_lag_1","o3_naps",1,0.919934529277008,628.8
2002-07-01,"080110","o3_praries","o3_naps",1,1,735
2002-07-01,"080211","o3_praries","o3_naps",1,1,661
2002-08-01,"070118","o3_praries_lag_1","o3_naps",1,0.907276178665963,630.4
2002-08-01,"070119","o3_praries_lag_1","o3_naps",1,0.91245955709179,634.6
2002-08-01,"070203","o3_praries_lag_1","o3_naps",1,0.918273386667383,645.6
2002-08-01,"080110","o3_praries","o3_naps",1,1,735
2002-08-01,"080211","o3_praries","o3_naps",1,1,735
2002-09-01,"070118","o3_praries_lag_1","o3_naps",1,0.912608084058761,571
2002-09-01,"070119","o3_praries_lag_1","o3_naps",1,0.926777213370692,638.2
2002-09-01,"070203","o3_praries_lag_1","o3_naps",1,0.927288755060416,636.2
2002-09-01,"080110","o3_praries","o3_naps",1,1,575
2002-09-01,"080211","o3_praries","o3_naps",1,1,703.8
2002-10-01,"070118","o3_praries_lag_1","o3_naps",1,0.8880617158346,612.4
2002-10-01,"070119","o3_praries_lag_1","o3_naps",1,0.902591812672969,653.8
2002-10-01,"070203","o3_praries_lag_1","o3_naps",0.859920708669627,0.766473408728,657.6
2002-10-01,"080110","o3_praries","o3_naps",1,1,740.4
2002-10-01,"080211","o3_praries","o3_naps",1,1,702.2
2002-11-01,"070118","o3_praries_lag_1","o3_naps",1,0.929117176041379,640
2002-11-01,"070119","o3_praries_lag_1","o3_naps",1,0.92266492594391,642
2002-11-01,"070203","o3_praries_lag_1","o3_naps",1,0.902092111041968,642
2002-11-01,"080110","o3_praries","o3_naps",1,1,714.6
2002-11-01,"080211","o3_praries","o3_naps",1,1,702.4
2002-12-01,"070118","o3_praries_lag_1","o3_naps",1,0.958244552232446,651.4
2002-12-01,"070119","o3_praries_lag_1","o3_naps",1,0.94424007283645,657
2002-12-01,"070203","o3_praries_lag_1","o3_naps",1,0.947420898851831,650.6
2002-12-01,"080110","o3_praries","o3_naps",1,1,736.8
2002-12-01,"080211","o3_praries","o3_naps",1,1,733.2
2003-01-01,"070118","o3_praries_lag_1","o3_naps",1,0.919051027999272,656.6
2003-01-01,"070119","o3_praries_lag_1","o3_naps",1,0.900315201818849,654.4
2003-01-01,"070203","o3_praries_lag_1","o3_naps",1,0.923574154761263,657.6
2003-01-01,"080110","o3_praries","o3_naps",1,1,702.4
2003-01-01,"080211","o3_praries","o3_naps",1,1,726.4
2003-02-01,"070118","o3_praries_lag_1","o3_naps",1,0.9039718722393,596.6
2003-02-01,"070119","o3_praries_lag_1","o3_naps",1,0.906733523171171,594.6
2003-02-01,"070203","o3_praries_lag_1","o3_naps",1,0.878853804771332,590.8
2003-02-01,"080110","o3_praries","o3_naps",1,1,664.8
2003-02-01,"080211","o3_praries","o3_naps",1,1,659.4
2003-03-01,"070118","o3_praries_lag_1","o3_naps",1,0.913641734342795,657.4
2003-03-01,"070119","o3_praries_lag_1","o3_naps",1,0.907235386449144,663.4
2003-03-01,"070203","o3_praries_lag_1","o3_naps",1,0.861628427031138,657
2003-03-01,"080110","o3_praries","o3_naps",1,1,736.8
2003-03-01,"080211","o3_praries","o3_naps",1,1,663.2
2003-04-01,"070118","o3_praries_lag_1","o3_naps",1,0.922112614242789,629.6
2003-04-01,"070119","o3_praries_lag_1","o3_naps",1,0.905080743776995,623.4
2003-04-01,"070203","o3_praries_lag_1","o3_naps",1,0.886954197329918,637
2003-04-01,"080110","o3_praries","o3_naps",1,1,712.8
2003-04-01,"080211","o3_praries","o3_naps",1,1,697.8
2003-05-01,"070118","o3_praries_lag_1","o3_naps",1,0.91818106753091,648.6
2003-05-01,"070119","o3_praries_lag_1","o3_naps",1,0.896805399221805,652.8
2003-05-01,"070203","o3_praries_lag_1","o3_naps",1,0.905875016194385,656.6
2003-05-01,"080110","o3_praries","o3_naps",1,1,736.8
2003-05-01,"080211","o3_praries","o3_naps",1,1,725.4
2003-06-01,"070118","o3_praries_lag_1","o3_naps",1,0.935552930460609,632.6
2003-06-01,"070119","o3_praries_lag_1","o3_naps",1,0.931603068441916,628.8
2003-06-01,"070203","o3_praries_lag_1","o3_naps",1,0.930325281298652,616.8
2003-06-01,"080110","o3_praries","o3_naps",1,1,700.6
2003-06-01,"080211","o3_praries","o3_naps",1,1,707.4
2003-07-01,"070118","o3_praries_lag_1","o3_naps",1,0.911796809109037,654.2
2003-07-01,"070119","o3_praries_lag_1","o3_naps",1,0.915678131905769,647.6
2003-07-01,"070203","o3_praries_lag_1","o3_naps",0.99997250362444,0.930626277866231,637.4
2003-07-01,"080110","o3_praries","o3_naps",1,1,739
2003-07-01,"080211","o3_praries","o3_naps",1,1,733.2
2003-08-01,"070118","o3_praries_lag_1","o3_naps",1,0.944600394686473,663.4
2003-08-01,"070119","o3_praries_lag_1","o3_naps",1,0.933891027554028,659.6
2003-08-01,"070203","o3_praries_lag_1","o3_naps",1,0.929131784563759,635
2003-08-01,"080110","o3_praries","o3_naps",1,1,736.8
2003-08-01,"080211","o3_praries","o3_naps",1,1,729.8
2003-09-01,"070118","o3_praries_lag_1","o3_naps",1,0.92309695711222,635.2
2003-09-01,"070119","o3_praries_lag_1","o3_naps",1,0.928166432591934,636
2003-09-01,"070203","o3_praries_lag_1","o3_naps",1,0.917158550327973,638.2
2003-09-01,"080110","o3_praries","o3_naps",1,1,716.4
2003-09-01,"080211","o3_praries","o3_naps",1,1,703.8
2003-10-01,"070118","o3_praries_lag_1","o3_naps",1,0.899635683963637,646.6
2003-10-01,"070119","o3_praries_lag_1","o3_naps",1,0.889947940089941,636.6
2003-10-01,"070203","o3_praries_lag_1","o3_naps",1,0.89541386325531,659.2
2003-10-01,"080110","o3_praries","o3_naps",1,1,742.2
2003-10-01,"080211","o3_praries","o3_naps",1,1,729.6
2003-11-01,"070118","o3_praries_lag_1","o3_naps",1,0.920609254117029,615
2003-11-01,"070119","o3_praries_lag_1","o3_naps",1,0.915819060642036,639.4
2003-11-01,"070203","o3_praries_lag_1","o3_naps",1,0.89597797614234,616.8
2003-11-01,"080110","o3_praries","o3_naps",1,1,720
2003-11-01,"080211","o3_praries","o3_naps",1,1,707.4
2003-12-01,"070118","o3_praries_lag_1","o3_naps",1,0.928551412930781,647.4
2003-12-01,"070119","o3_praries_lag_1","o3_naps",1,0.926602844894572,654.6
2003-12-01,"070203","o3_praries_lag_1","o3_naps",1,0.913987020220629,660.8
2003-12-01,"080110","o3_praries","o3_naps",1,1,742.2
2003-12-01,"080211","o3_praries","o3_naps",1,1,733.2
2004-01-01,"070118","o3_praries_lag_1","o3_naps",1,0.920549591886933,660.6
2004-01-01,"070119","o3_praries_lag_1","o3_naps",1,0.896418179893326,657
2004-01-01,"070203","o3_praries_lag_1","o3_naps",1,0.937360015902404,656
2004-01-01,"080110","o3_praries","o3_naps",1,1,716.4
2004-01-01,"080211","o3_praries","o3_naps",1,1,704.4
2004-02-01,"070118","o3_praries_lag_1","o3_naps",1,0.927041640620985,620.6
2004-02-01,"070119","o3_praries_lag_1","o3_naps",1,0.91802720887141,614.8
2004-02-01,"070203","o3_praries_lag_1","o3_naps",1,0.907656154130289,616.8
2004-02-01,"080110","o3_praries","o3_naps",1,1,688.8
2004-02-01,"080211","o3_praries","o3_naps",1,1,685.2
2004-03-01,"070118","o3_praries_lag_1","o3_naps",1,0.892573200501314,650
2004-03-01,"070119","o3_praries_lag_1","o3_naps",1,0.890602250620311,644.2
2004-03-01,"070203","o3_praries_lag_1","o3_naps",1,0.880371434032983,614.8
2004-03-01,"080110","o3_praries","o3_naps",1,1,736.8
2004-03-01,"080211","o3_praries","o3_naps",1,1,726.4
2004-04-01,"070118","o3_praries_lag_1","o3_naps",1,0.913108067672038,640.2
2004-04-01,"070119","o3_praries_lag_1","o3_naps",1,0.890910172323701,637.6
2004-04-01,"070203","o3_praries_lag_1","o3_naps",1,0.891866597803417,621.8
2004-04-01,"080110","o3_praries","o3_naps",1,1,539
2004-04-01,"080211","o3_praries","o3_naps",1,1,674.8
2004-05-01,"070118","o3_praries_lag_1","o3_naps",1,0.907414685893145,639.6
2004-05-01,"070119","o3_praries_lag_1","o3_naps",1,0.892140912122945,657
2004-05-01,"070203","o3_praries_lag_1","o3_naps",1,0.890315601349849,651.6
2004-05-01,"080110","o3_praries","o3_naps",1,1,742
2004-05-01,"080211","o3_praries","o3_naps",1,1,728.2
2004-06-01,"070118","o3_praries_lag_1","o3_naps",1,0.927319763936327,623.6
2004-06-01,"070119","o3_praries_lag_1","o3_naps",1,0.923350518168856,637.2
2004-06-01,"070203","o3_praries_lag_1","o3_naps",1,0.924474407266158,642
2004-06-01,"080110","o3_praries","o3_naps",1,1,718
2004-06-01,"080211","o3_praries","o3_naps",1,1,707.4
2004-07-01,"070118","o3_praries_lag_1","o3_naps",1,0.926381535714137,655
2004-07-01,"070119","o3_praries_lag_1","o3_naps",1,0.927388426140488,656
2004-07-01,"070203","o3_praries_lag_1","o3_naps",1,0.93099191544874,637.4
2004-07-01,"080110","o3_praries","o3_naps",1,1,740
2004-07-01,"080211","o3_praries","o3_naps",1,1,731.4
2004-08-01,"070118","o3_praries_lag_1","o3_naps",1,0.911651255992213,641
2004-08-01,"070119","o3_praries_lag_1","o3_naps",1,0.913596905412124,659.6
2004-08-01,"070203","o3_praries_lag_1","o3_naps",1,0.918119592504312,603.8
2004-08-01,"080110","o3_praries","o3_naps",1,1,744
2004-08-01,"080211","o3_praries","o3_naps",1,1,736.8
2004-09-01,"070118","o3_praries_lag_1","o3_naps",1,0.923076156261834,503.6
2004-09-01,"070119","o3_praries_lag_1","o3_naps",1,0.932994784819317,636.2
2004-09-01,"070203","o3_praries_lag_1","o3_naps",1,0.903790823418658,584.8
2004-09-01,"080110","o3_praries","o3_naps",1,1,718
2004-09-01,"080211","o3_praries","o3_naps",1,1,703.8
2004-10-01,"070118","o3_praries_lag_1","o3_naps",1,0.931678280003648,611.6
2004-10-01,"070119","o3_praries_lag_1","o3_naps",1,0.929989331836595,648.8
2004-10-01,"070203","o3_praries_lag_1","o3_naps",1,0.909567206028146,575.6
2004-10-01,"080110","o3_praries","o3_naps",1,1,737
2004-10-01,"080211","o3_praries","o3_naps",1,1,726
2004-11-01,"070118","o3_praries_lag_1","o3_naps",1,0.918288375781682,633.4
2004-11-01,"070119","o3_praries_lag_1","o3_naps",1,0.915351752709051,639.8
2004-11-01,"070203","o3_praries_lag_1","o3_naps",1,0.86479073742938,572.2
2004-11-01,"080110","o3_praries","o3_naps",1,1,714
2004-11-01,"080211","o3_praries","o3_naps",1,1,703.8
2004-12-01,"070118","o3_praries_lag_1","o3_naps",1,0.938983432614893,659.8
2004-12-01,"070119","o3_praries_lag_1","o3_naps",1,0.936525880133169,655
2004-12-01,"070203","o3_praries_lag_1","o3_naps",1,0.912621503063732,620.4
2004-12-01,"080110","o3_praries","o3_naps",1,1,744
2004-12-01,"080211","o3_praries","o3_naps",1,1,733.2
2005-01-01,"070118","o3_praries_lag_1","o3_naps",1,0.924090219792561,659.2
2005-01-01,"070119","o3_praries_lag_1","o3_naps",1,0.459020248439397,7.6
2005-01-01,"070203","o3_praries_lag_1","o3_naps",1,0.875950530656136,631.6
2005-01-01,"080110","o3_praries","o3_naps",1,1,742.2
2005-01-01,"080211","o3_praries","o3_naps",1,1,731.4
2005-01-01,"080402","o3_praries","o3_naps",1,1,735.8
2005-02-01,"070118","o3_praries_lag_1","o3_naps",1,0.924834541230789,597.6
2005-02-01,"070119","o3_praries_lag_1","o3_naps",1,0.896956025022975,584.2
2005-02-01,"070203","o3_praries_lag_1","o3_naps",1,0.859016789926604,538.6
2005-02-01,"080110","o3_praries","o3_naps",1,1,663
2005-02-01,"080211","o3_praries","o3_naps",1,1,661.2
2005-02-01,"080402","o3_praries","o3_naps",1,1,667.8
2005-03-01,"070118","o3_praries_lag_1","o3_naps",1,0.917770811499612,654
2005-03-01,"070119","o3_praries_lag_1","o3_naps",1,0.907918491023538,657
2005-03-01,"070203","o3_praries_lag_1","o3_naps",1,0.884452637719987,629.2
2005-03-01,"080110","o3_praries","o3_naps",1,1,740.4
2005-03-01,"080211","o3_praries","o3_naps",1,1,729.6
2005-03-01,"080402","o3_praries","o3_naps",1,1,740.8
2005-04-01,"070118","o3_praries_lag_1","o3_naps",1,0.928645713607028,621.2
2005-04-01,"070119","o3_praries_lag_1","o3_naps",1,0.933267308421542,626.4
2005-04-01,"070203","o3_praries_lag_1","o3_naps",1,0.858271709301401,620.6
2005-04-01,"080110","o3_praries","o3_naps",1,1,709.2
2005-04-01,"080211","o3_praries","o3_naps",1,1,707.4
2005-04-01,"080402","o3_praries","o3_naps",1,1,720
2005-05-01,"070118","o3_praries_lag_1","o3_naps",1,0.93468059044538,659.6
2005-05-01,"070119","o3_praries_lag_1","o3_naps",1,0.919232238383444,655.8
2005-05-01,"070203","o3_praries_lag_1","o3_naps",1,0.930567506444404,640.8
2005-05-01,"080110","o3_praries","o3_naps",1,1,734.2
2005-05-01,"080211","o3_praries","o3_naps",1,1,723.6
2005-05-01,"080402","o3_praries","o3_naps",1,1,744
2005-06-01,"070118","o3_praries_lag_1","o3_naps",1,0.947477121630442,641.2
2005-06-01,"070119","o3_praries_lag_1","o3_naps",1,0.945828568392879,642
2005-06-01,"070203","o3_praries_lag_1","o3_naps",1,0.895854162286847,634
2005-06-01,"080110","o3_praries","o3_naps",1,1,707.4
2005-06-01,"080211","o3_praries","o3_naps",1,1,707.4
2005-06-01,"080402","o3_praries","o3_naps",1,1,720
2005-07-01,"070118","o3_praries_lag_1","o3_naps",1,0.929807793359969,647.6
2005-07-01,"070119","o3_praries_lag_1","o3_naps",1,0.939888623870613,661
2005-07-01,"070203","o3_praries_lag_1","o3_naps",1,0.962825229408693,6.4
2005-07-01,"080110","o3_praries","o3_naps",1,1,738.6
2005-07-01,"080211","o3_praries","o3_naps",1,1,733.6
2005-07-01,"080402","o3_praries","o3_naps",1,1,739.8
2005-08-01,"070118","o3_praries_lag_1","o3_naps",1,0.925417579184123,659.2
2005-08-01,"070119","o3_praries_lag_1","o3_naps",1,0.920732362308142,659.6
2005-08-01,"070203","o3_praries_lag_1","o3_naps",1,0.931470037539456,385
2005-08-01,"080110","o3_praries","o3_naps",1,1,736.8
2005-08-01,"080211","o3_praries","o3_naps",1,1,730
2005-08-01,"080402","o3_praries","o3_naps",1,1,744
2005-09-01,"070118","o3_praries_lag_1","o3_naps",1,0.933146333133137,634.6
2005-09-01,"070119","o3_praries_lag_1","o3_naps",1,0.918521734547583,634
2005-09-01,"070203","o3_praries_lag_1","o3_naps",1,0.920609786794583,435.8
2005-09-01,"080110","o3_praries","o3_naps",1,1,714.6
2005-09-01,"080211","o3_praries","o3_naps",1,1,703.8
2005-09-01,"080402","o3_praries","o3_naps",1,1,720
2005-10-01,"070118","o3_praries_lag_1","o3_naps",1,0.916240817848266,657.4
2005-10-01,"070119","o3_praries_lag_1","o3_naps",1,0.904585345929792,577.6
2005-10-01,"070203","o3_praries_lag_1","o3_naps",1,0.908964328964232,661.8
2005-10-01,"080110","o3_praries","o3_naps",1,1,740.4
2005-10-01,"080211","o3_praries","o3_naps",1,1,713
2005-10-01,"080402","o3_praries","o3_naps",1,1,744
2005-11-01,"070118","o3_praries_lag_1","o3_naps",1,0.940083624733974,634.8
2005-11-01,"070119","o3_praries_lag_1","o3_naps",1,0.913326330984684,638
2005-11-01,"070203","o3_praries_lag_1","o3_naps",1,0.892612487242341,559.4
2005-11-01,"080110","o3_praries","o3_naps",1,1,714.6
2005-11-01,"080211","o3_praries","o3_naps",1,1,705.6
2005-11-01,"080402","o3_praries","o3_naps",1,1,720
2005-12-01,"070118","o3_praries_lag_1","o3_naps",1,0.935885157191037,647.6
2005-12-01,"070119","o3_praries_lag_1","o3_naps",1,0.917187048206578,595.8
2005-12-01,"070203","o3_praries_lag_1","o3_naps",1,0.884420624568979,329.8
2005-12-01,"080110","o3_praries","o3_naps",1,1,740.4
2005-12-01,"080211","o3_praries","o3_naps",1,1,732.6
2005-12-01,"080402","o3_praries","o3_naps",1,1,744
2006-01-01,"070118","o3_praries_lag_1","o3_naps",1,0.917254343069259,662.6
2006-01-01,"070119","o3_praries_lag_1","o3_naps",1,0.899572362699176,642.2
2006-01-01,"070203","o3_praries_lag_1","o3_naps",1,0.920241627064148,528.4
2006-01-01,"080110","o3_praries","o3_naps",1,1,742.2
2006-01-01,"080211","o3_praries","o3_naps",1,1,736.8
2006-01-01,"080402","o3_praries","o3_naps",1,1,744
2006-02-01,"070118","o3_praries_lag_1","o3_naps",1,0.919659248735815,591
2006-02-01,"070119","o3_praries_lag_1","o3_naps",1,0.915218643572621,586.4
2006-02-01,"070203","o3_praries_lag_1","o3_naps",1,0.889039644686839,281.4
2006-02-01,"080110","o3_praries","o3_naps",1,1,666.6
2006-02-01,"080211","o3_praries","o3_naps",1,1,618
2006-02-01,"080402","o3_praries","o3_naps",1,1,672
2006-03-01,"070118","o3_praries_lag_1","o3_naps",1,0.909518667811877,663.4
2006-03-01,"070119","o3_praries_lag_1","o3_naps",1,0.889445849664136,663.4
