"year","naps_id","best_lag_a","best_lag_b","best_cor","nonlagged_cor","mean_count"
2013,"070301","o3_praries_lag_1","o3_naps",0.999999043543551,0.969893454017942,5742
2013,"080110","o3_praries","o3_naps",0.999670225293958,0.999670225293958,7782
2013,"080211","o3_praries","o3_naps",0.999794453897935,0.999794453897935,7700
2013,"080402","o3_praries","o3_naps",0.9996439895733,0.9996439895733,7972
2013,"081001","o3_praries","o3_naps",0.999830873245689,0.999830873245689,7518.4
2014,"070118","o3_praries_lag_1","o3_naps",0.999858822811016,0.952826425608326,6802.4
2014,"070119","o3_praries_lag_1","o3_naps",0.999998396517647,0.942682845947312,8570.6
2014,"070203","o3_praries_lag_1","o3_naps",0.999999401790892,0.944853229721554,7908.2
2014,"070301","o3_praries_lag_1","o3_naps",1,0.971270024448209,8369.6
2014,"080110","o3_praries","o3_naps",1,1,6.6
2014,"080211","o3_praries","o3_naps",0.99976255168341,0.99976255168341,8535.2
2014,"080402","o3_praries","o3_naps",0.999592906407845,0.999592906407845,7859
2014,"081001","o3_praries","o3_naps",0.999808501110697,0.999808501110697,7850.2
2015,"070119","o3_praries_lag_1","o3_naps",1,0.9489091711839,8652.6
2015,"070203","o3_praries_lag_1","o3_naps",1,0.940336192139078,7787.6
2015,"070301","o3_praries_lag_1","o3_naps",0.999998937499407,0.974906721040516,6350.6
2015,"080211","o3_praries","o3_naps",0.999827432612597,0.999827432612597,8389.4
2015,"080402","o3_praries","o3_naps",0.999657700151028,0.999657700151028,8169.6
2015,"081001","o3_praries","o3_naps",0.99973542942399,0.99973542942399,7775.4
2016,"070119","o3_praries_lag_1","o3_naps",1,0.946757458416649,8761.6
2016,"070203","o3_praries_lag_1","o3_naps",1,0.95109983100847,8259.2
2016,"070301","o3_praries_lag_1","o3_naps",0.999998953795853,0.974099879036249,6583
2016,"080211","o3_praries","o3_naps",1,1,7822.6
2016,"080402","o3_praries","o3_naps",1,1,8300.8
2016,"081001","o3_praries","o3_naps",1,1,8040.2
2017,"070119","o3_praries_lag_1","o3_naps",1,0.939812787985192,8760
2017,"070203","o3_praries_lag_1","o3_naps",0.999999469839854,0.938135764100063,8167.2
2017,"070301","o3_praries_lag_1","o3_naps",0.999999042280832,0.972710569914519,7033.4
2017,"080211","o3_praries","o3_naps",1,1,8017.8
2017,"080402","o3_praries","o3_naps",1,1,7955.8
2017,"080502","o3_praries","o3_naps",0.178553823878946,0.178553823878946,2224.6
2017,"081001","o3_praries","o3_naps",1,1,7964
2017,"082002","o3_praries","o3_naps",1,1,7585.4
2018,"070119","o3_praries_lag_1","o3_naps",1,0.600650054361837,7.6
2018,"070203","o3_praries_lag_1","o3_naps",1,0.952801899756397,8189
2018,"070301","o3_praries_lag_1","o3_naps",1,0.972334487480809,8743.2
2018,"080211","o3_praries","o3_naps",0.999839570454175,0.999839570454175,8548
2018,"080402","o3_praries","o3_naps",0.999790099169778,0.999790099169778,8507.2
2018,"080502","o3_praries","o3_naps",0.983804646088116,0.983804646088116,8532.8
2018,"081001","o3_praries","o3_naps",0.999830619269372,0.999830619269372,8543.8
2018,"082002","o3_praries","o3_naps",1,1,8151
2019,"070203","o3_praries_lag_1","o3_naps",0.999790819056909,0.949050875045698,6580.4
2019,"070301","o3_praries_lag_1","o3_naps",1,0.619103484619845,6.6
2019,"080211","o3_praries","o3_naps",0.999758309801444,0.999758309801444,8562
2019,"080402","o3_praries","o3_naps",0.999796011773796,0.999796011773796,8442.8
2019,"080502","o3_praries","o3_naps",0.997720456693707,0.997720456693707,8694.4
2019,"081001","o3_praries","o3_naps",0.999789825887419,0.999789825887419,8580.4
2019,"082002","o3_praries","o3_naps",0.999686750601137,0.999686750601137,8563.8
2020,"070203","o3_praries_lag_1","o3_naps",0.803301905979198,0.74924214172115,7061
2020,"080211","o3_praries","o3_naps",0.999697018974737,0.999697018974737,8706
2020,"080402","o3_praries","o3_naps",0.999727438496694,0.999727438496694,8662.6
2020,"080502","o3_praries","o3_naps",0.999737416118107,0.999737416118107,8728.6
2020,"081001","o3_praries","o3_naps",0.999704881588055,0.999704881588055,8730.6
2020,"082002","o3_praries","o3_naps",0.999596561877287,0.999596561877287,8529.4
2021,"080211","o3_praries","o3_naps",0.999787221022787,0.999787221022787,8676.4
2021,"080402","o3_praries","o3_naps",0.999785260821179,0.999785260821179,8712
2021,"080502","o3_praries","o3_naps",0.999799424075764,0.999799424075764,8593
2021,"081001","o3_praries","o3_naps",0.999758760156373,0.999758760156373,8677.2
2021,"082002","o3_praries","o3_naps",0.999722240585104,0.999722240585104,8425.6
2022,"080211","o3_praries","o3_naps",0.999715346274361,0.999715346274361,8708.2
2022,"080402","o3_praries","o3_naps",0.99969279183112,0.99969279183112,8718.6
2022,"080502","o3_praries","o3_naps",0.99975434923423,0.99975434923423,8719.4
2022,"081001","o3_praries","o3_naps",0.999733941161155,0.999733941161155,8628
2022,"082002","o3_praries","o3_naps",0.999595419941451,0.999595419941451,8703.8
2023,"070203","o3_praries_lag_1","o3_naps",1,0.940401022591709,8740.6
2023,"080211","o3_praries","o3_naps",0.999829619772542,0.999829619772542,8693.8
2023,"080402","o3_praries","o3_naps",0.999834768747447,0.999834768747447,8671.8
2023,"080502","o3_praries","o3_naps",0.999858672252886,0.999858672252886,8568.8
2023,"081001","o3_praries","o3_naps",0.999859401909319,0.999859401909319,8688.2
2023,"082002","o3_praries","o3_naps",0.999732542026771,0.999732542026771,8603.8
2024,"070203","o3_praries_lag_1","o3_naps",1,0.585263200260507,6
2024,"080211","o3_praries","o3_naps",1,1,7.6
2024,"080402","o3_praries","o3_naps",0.998462723705071,0.998462723705071,7.6
2024,"080502","o3_praries","o3_naps",0.993480071526296,0.993480071526296,7.6
2024,"081001","o3_praries","o3_naps",1,1,7.6
2024,"082002","o3_praries","o3_naps",0.966379267621615,0.966379267621615,7.6
